std_competency,competency_family,domain,month,quarter_code,row_type,source_tool,source_tool_label,tool_family,is_did_point,stacking_status,measure_unit,metric_basis,clearance_rule,n,n_schools,pct_students_cleared,se,ci95_low,ci95_high,has_clearance_value,pct_cleared_tool_flag,mean_pct_score,median_pct_score,sd_pct_score,mean_cpm,median_cpm,n_distinct_scores,perfect_score_required,stability_flag,reliability_flags,pooling_method,prev_month,months_gap,mom_change_pp,same_tool_family_as_prev,change_defensibility,raw_keys
letter_recognition,letter_recognition,literacy,2025-11,Q3_2025,trend_point,q3_2025_tool,Q3 2025 tool,q3_2025_tool,False,stack_with_caveat,pct,pct_students_cleared,>=75% of items,66.0,17.0,77.27272727272727,5.158397606356475,65.83031596442962,85.71489491275533,True,77.27272727272727,80.87121212121212,93.75,27.926732520604503,,,8.0,False,moderate,crosswalk_caveat,single_source,2025-10,1,-7.727272727272734,True,within_tool,Q3_LMR
letter_recognition,letter_recognition,literacy,2025-11,Q3_2025,source_detail,q3_2025_tool,Q3 2025 tool,q3_2025_tool,False,stack_with_caveat,pct,pct_students_cleared,>=75% of items,66.0,17.0,77.27272727272727,5.158397606356475,65.83031596442962,85.71489491275533,True,77.27272727272727,80.87121212121212,93.75,27.926732520604503,,,8.0,False,moderate,crosswalk_caveat,,,,,,,Q3_LMR
letter_recognition,letter_recognition,literacy,2025-12,Q3_2025,trend_point,q3_2025_tool,Q3 2025 tool,q3_2025_tool,False,stack_with_caveat,pct,pct_students_cleared,>=75% of items,37.0,11.0,56.75675675675676,8.144549227036583,40.91390633420072,71.3285131596487,True,56.75675675675676,69.25675675675676,75.0,30.13202929092545,,,8.0,False,moderate,crosswalk_caveat,single_source,2025-11,1,-20.51597051597051,True,within_tool,Q3_LMR
letter_recognition,letter_recognition,literacy,2025-12,Q3_2025,source_detail,q3_2025_tool,Q3 2025 tool,q3_2025_tool,False,stack_with_caveat,pct,pct_students_cleared,>=75% of items,37.0,11.0,56.75675675675676,8.144549227036583,40.91390633420072,71.3285131596487,True,56.75675675675676,69.25675675675676,75.0,30.13202929092545,,,8.0,False,moderate,crosswalk_caveat,,,,,,,Q3_LMR
letter_recognition,letter_recognition,literacy,2026-04,Q1_2026,trend_point,q1_2026_tool,Q1 2026 tool (G2 battery),2026_tool,False,stack,pct,pct_students_cleared,>=75% of items,85.0,,89.41176470588236,3.3373339179089467,81.0862973602443,94.32882348404489,True,89.41176470588236,86.82352941176471,90.0,11.51725048887665,,,9.0,False,moderate,,single_source,2025-12,4,32.655007949125604,False,cross_tool_caveat,N1_Letter Identification
letter_recognition,letter_recognition,literacy,2026-04,Q1_2026,source_detail,q1_2026_tool,Q1 2026 tool (G2 battery),2026_tool,False,stack,pct,pct_students_cleared,>=75% of items,85.0,,89.41176470588236,3.3373339179089467,81.0862973602443,94.32882348404489,True,89.41176470588236,86.82352941176471,90.0,11.51725048887665,,,9.0,False,moderate,,,,,,,,N1_Letter Identification
letter_recognition,letter_recognition,literacy,2026-05,Q1_2026,trend_point,q1_2026_tool,Q1 2026 tool (G2 battery),2026_tool,False,stack,pct,pct_students_cleared,>=75% of items,90.0,,78.88888888888889,4.301720713550996,69.36500878323096,86.04751615240525,True,78.88888888888889,84.72222222222223,85.0,12.527746981977424,,,10.0,False,moderate,,single_source,2026-04,1,-10.522875816993476,True,within_tool,N1_Letter Identification
letter_recognition,letter_recognition,literacy,2026-05,Q1_2026,source_detail,q1_2026_tool,Q1 2026 tool (G2 battery),2026_tool,False,stack,pct,pct_students_cleared,>=75% of items,90.0,,78.88888888888889,4.301720713550996,69.36500878323096,86.04751615240525,True,78.88888888888889,84.72222222222223,85.0,12.527746981977424,,,10.0,False,moderate,,,,,,,,N1_Letter Identification
letter_recognition,letter_recognition,literacy,2026-07,Q2_2026,trend_point,q2_2026_tool,Q2 2026 tool,2026_tool,False,stack,pct,pct_students_cleared,>=75% of items,963.0,,76.22014537902389,1.3719122703631803,73.43034140552007,78.8015857271147,True,76.22014537902389,79.62097611630323,80.0,19.958029149405885,,,19.0,False,robust,,single_source,2026-05,2,-2.6687435098649956,True,within_tool,N2_Letter Identification
letter_recognition,letter_recognition,literacy,2026-07,Q2_2026,source_detail,q2_2026_tool,Q2 2026 tool,2026_tool,False,stack,pct,pct_students_cleared,>=75% of items,963.0,,76.22014537902389,1.3719122703631803,73.43034140552007,78.8015857271147,True,76.22014537902389,79.62097611630323,80.0,19.958029149405885,,,19.0,False,robust,,,,,,,,N2_Letter Identification
letter_recognition,letter_recognition,literacy,2026-08,Q2_2026,trend_point,q2_2026_tool,Q2 2026 tool,2026_tool,False,stack,pct,pct_students_cleared,>=75% of items,398.0,,75.12562814070351,2.1668486777574514,70.65193381259999,79.11892117105526,True,75.12562814070351,80.79145728643216,80.0,16.503239202295898,,,19.0,False,robust,,single_source,2026-07,1,-1.0945172383203783,True,within_tool,N2_Letter Identification
letter_recognition,letter_recognition,literacy,2026-08,Q2_2026,source_detail,q2_2026_tool,Q2 2026 tool,2026_tool,False,stack,pct,pct_students_cleared,>=75% of items,398.0,,75.12562814070351,2.1668486777574514,70.65193381259999,79.11892117105526,True,75.12562814070351,80.79145728643216,80.0,16.503239202295898,,,19.0,False,robust,,,,,,,,N2_Letter Identification
letter_writing,writing,literacy,2025-11,Q3_2025,trend_point,did_baseline,DiD baseline (Nov 2025),did,True,stack,pct,did_pct_correct,DiD % correct used directly,,,78.3,,,,True,,78.3,,,,,,False,n_unknown,n_unknown_n;baseline_pct_correct_not_clearance,single_source,,,,,,B_Letter Writing
letter_writing,writing,literacy,2025-11,Q3_2025,source_detail,did_baseline,DiD baseline (Nov 2025),did,True,stack,pct,did_pct_correct,DiD % correct used directly,,,78.3,,,,True,,78.3,,,,,,False,n_unknown,n_unknown_n;baseline_pct_correct_not_clearance,,,,,,,B_Letter Writing
letter_writing,writing,literacy,2026-03,Q4_2025,trend_point,did_midline,25-26 End of Year (Mar 2026),did,True,stack,pct,slide_top_band_gt75,slide top band (>75%),177.0,,80.0,,,,True,,84.0,,,,,,False,robust,slide_band_gt75_not_ge75,single_source,2025-11,4,1.7000000000000028,True,metric_basis_changed,M_Letter Writing
letter_writing,writing,literacy,2026-03,Q4_2025,source_detail,did_midline,25-26 End of Year (Mar 2026),did,True,stack,pct,slide_top_band_gt75,slide top band (>75%),177.0,,80.0,,,,True,,84.0,,,,,,False,robust,slide_band_gt75_not_ge75,,,,,,,M_Letter Writing
listening_comprehension,oral_language,literacy,2025-11,Q3_2025,trend_point,did_baseline,DiD baseline (Nov 2025),did,True,stack,pct,did_pct_correct,DiD % correct used directly,,,62.849999999999994,,,,True,,62.849999999999994,,,,,,False,n_unknown,n_unknown_n;baseline_pct_correct_not_clearance,single_source,,,,,,B_Listening Comprehension
listening_comprehension,oral_language,literacy,2025-11,Q3_2025,source_detail,did_baseline,DiD baseline (Nov 2025),did,True,stack,pct,did_pct_correct,DiD % correct used directly,,,62.849999999999994,,,,True,,62.849999999999994,,,,,,False,n_unknown,n_unknown_n;baseline_pct_correct_not_clearance,,,,,,,B_Listening Comprehension
listening_comprehension,oral_language,literacy,2026-03,Q4_2025,trend_point,did_midline,25-26 End of Year (Mar 2026),did,True,stack,pct,slide_top_band_gt75,slide top band (>75%),177.0,,38.0,,,,True,,,,,,,,False,robust,slide_band_gt75_not_ge75,single_source,2025-11,4,-24.849999999999994,True,metric_basis_changed,M_Listening Comprehension
listening_comprehension,oral_language,literacy,2026-03,Q4_2025,source_detail,did_midline,25-26 End of Year (Mar 2026),did,True,stack,pct,slide_top_band_gt75,slide top band (>75%),177.0,,38.0,,,,True,,,,,,,,False,robust,slide_band_gt75_not_ge75,,,,,,,M_Listening Comprehension
oral_language_dev,oral_language,literacy,2025-08,Q2_2025,trend_point,pooled:aug_tool+july_tool,Aug tool / Q2 2025 tool + July tool (used 4-8 Aug 2025),aug_tool+july_tool,False,stack_with_caveat,pct,pct_students_cleared,>=75% of items,51.0,13.0,98.03921568627452,,,,True,98.03921568627452,97.54901960784314,,,,,,False,moderate,ceiling;crosswalk_caveat;perfect_score_required;pooled_sources,n_weighted,,,,,,A_OLD|J_OLD
oral_language_dev,oral_language,literacy,2025-08,Q2_2025,source_detail,aug_tool,Aug tool / Q2 2025 tool,aug_tool,False,stack_with_caveat,pct,pct_students_cleared,>=75% of items,22.0,6.0,100.0,0.0,85.13404742740389,100.0,True,100.0,96.5909090909091,100.0,8.781252166427612,,,2.0,False,thin,thin_n;ceiling;crosswalk_caveat,,,,,,,A_OLD
oral_language_dev,oral_language,literacy,2025-08,Q2_2025,source_detail,july_tool,July tool (used 4-8 Aug 2025),july_tool,False,stack_with_caveat,pct,pct_students_cleared,>=75% of items,29.0,7.0,96.55172413793103,3.3883012720035666,82.82410893529976,99.38869433859678,True,96.55172413793103,98.27586206896552,100.0,9.284766908852594,,,2.0,True,thin,thin_n;ceiling;perfect_score_required;crosswalk_caveat,,,,,,,J_OLD
oral_language_dev,oral_language,literacy,2025-09,Q2_2025,trend_point,aug_tool,Aug tool / Q2 2025 tool,aug_tool,False,stack_with_caveat,pct,pct_students_cleared,>=75% of items,59.0,12.0,100.0,0.0,93.88685202159081,100.00000000000003,True,100.0,94.0677966101695,100.0,10.726802407472313,,,2.0,False,moderate,ceiling;crosswalk_caveat,single_source,2025-08,1,1.9607843137254832,False,cross_tool_caveat,A_OLD
oral_language_dev,oral_language,literacy,2025-09,Q2_2025,source_detail,aug_tool,Aug tool / Q2 2025 tool,aug_tool,False,stack_with_caveat,pct,pct_students_cleared,>=75% of items,59.0,12.0,100.0,0.0,93.88685202159081,100.00000000000003,True,100.0,94.0677966101695,100.0,10.726802407472313,,,2.0,False,moderate,ceiling;crosswalk_caveat,,,,,,,A_OLD
oral_reading_fluency,oral_reading_fluency,literacy,2025-08,Q2_2025,trend_point,pooled:aug_tool+july_tool,Aug tool / Q2 2025 tool + July tool (used 4-8 Aug 2025),aug_tool+july_tool,False,stack_with_caveat,cpm,pct_students_cleared,>=45 cpm,51.0,13.0,39.21568627450981,,,,True,,,,,45.627450980392155,,,False,moderate,crosswalk_caveat;pooled_sources,n_weighted,,,,,,A_ORF|J_ORF
oral_reading_fluency,oral_reading_fluency,literacy,2025-08,Q2_2025,source_detail,aug_tool,Aug tool / Q2 2025 tool,aug_tool,False,stack_with_caveat,cpm,pct_students_cleared,>=45 cpm,22.0,6.0,45.45454545454545,10.615894693111677,26.920014432004848,65.34052671095844,True,,,,,47.59090909090909,36.5,,False,thin,thin_n;crosswalk_caveat,,,,,,,A_ORF
oral_reading_fluency,oral_reading_fluency,literacy,2025-08,Q2_2025,source_detail,july_tool,July tool (used 4-8 Aug 2025),july_tool,False,stack_with_caveat,cpm,pct_students_cleared,>=45 cpm,29.0,7.0,34.48275862068966,8.82632273954608,19.94050874919048,52.655223492844016,True,,,,,44.13793103448276,30.0,,False,thin,thin_n;crosswalk_caveat,,,,,,,J_ORF
oral_reading_fluency,oral_reading_fluency,literacy,2025-09,Q2_2025,trend_point,aug_tool,Aug tool / Q2 2025 tool,aug_tool,False,stack_with_caveat,cpm,pct_students_cleared,>=45 cpm,58.0,12.0,46.55172413793103,6.549689902608279,34.33181535782672,59.200046689727024,True,,,,,50.327586206896555,42.0,,False,moderate,crosswalk_caveat,single_source,2025-08,1,7.336037863421225,False,cross_tool_caveat,A_ORF
oral_reading_fluency,oral_reading_fluency,literacy,2025-09,Q2_2025,source_detail,aug_tool,Aug tool / Q2 2025 tool,aug_tool,False,stack_with_caveat,cpm,pct_students_cleared,>=45 cpm,58.0,12.0,46.55172413793103,6.549689902608279,34.33181535782672,59.200046689727024,True,,,,,50.327586206896555,42.0,,False,moderate,crosswalk_caveat,,,,,,,A_ORF
oral_reading_fluency,oral_reading_fluency,literacy,2025-10,Q3_2025,trend_point,q3_2025_tool,Q3 2025 tool,q3_2025_tool,False,stack_with_caveat,cpm,pct_students_cleared,>=45 cpm,20.0,5.0,15.0,7.984359711335657,5.236779195949584,36.04232958869574,True,,,,,27.0,22.5,,False,thin,thin_n;crosswalk_caveat,single_source,2025-09,1,-31.551724137931032,False,cross_tool_caveat,Q3_ORF
oral_reading_fluency,oral_reading_fluency,literacy,2025-10,Q3_2025,source_detail,q3_2025_tool,Q3 2025 tool,q3_2025_tool,False,stack_with_caveat,cpm,pct_students_cleared,>=45 cpm,20.0,5.0,15.0,7.984359711335657,5.236779195949584,36.04232958869574,True,,,,,27.0,22.5,,False,thin,thin_n;crosswalk_caveat,,,,,,,Q3_ORF
oral_reading_fluency,oral_reading_fluency,literacy,2025-11,Q3_2025,trend_point,q3_2025_tool,Q3 2025 tool,q3_2025_tool,False,stack_with_caveat,cpm,pct_students_cleared,>=45 cpm,66.0,17.0,21.21212121212121,5.032106063845824,13.077866875683968,32.51329942062081,True,,,,,28.106060606060606,20.5,,False,moderate,crosswalk_caveat,single_source,2025-10,1,6.212121212121211,True,within_tool,Q3_ORF
oral_reading_fluency,oral_reading_fluency,literacy,2025-11,Q3_2025,source_detail,q3_2025_tool,Q3 2025 tool,q3_2025_tool,False,stack_with_caveat,cpm,pct_students_cleared,>=45 cpm,66.0,17.0,21.21212121212121,5.032106063845824,13.077866875683968,32.51329942062081,True,,,,,28.106060606060606,20.5,,False,moderate,crosswalk_caveat,,,,,,,Q3_ORF
oral_reading_fluency,oral_reading_fluency,literacy,2025-11,Q3_2025,source_detail,did_baseline,DiD baseline (Nov 2025),did,True,stack_with_caveat,cpm,did_pct_correct,CPM mean only; no % value,,,,,,,False,,,,,28.6,,,False,n_unknown,no_clearance_value;crosswalk_caveat,,,,,,,B_Oral Reading Fluency
oral_reading_fluency,oral_reading_fluency,literacy,2025-12,Q3_2025,trend_point,q3_2025_tool,Q3 2025 tool,q3_2025_tool,False,stack_with_caveat,cpm,pct_students_cleared,>=45 cpm,37.0,11.0,32.432432432432435,7.695875641236478,19.63307782081548,48.53663149517607,True,,,,,30.2972972972973,25.0,,False,moderate,crosswalk_caveat,single_source,2025-11,1,11.220311220311224,True,within_tool,Q3_ORF
oral_reading_fluency,oral_reading_fluency,literacy,2025-12,Q3_2025,source_detail,q3_2025_tool,Q3 2025 tool,q3_2025_tool,False,stack_with_caveat,cpm,pct_students_cleared,>=45 cpm,37.0,11.0,32.432432432432435,7.695875641236478,19.63307782081548,48.53663149517607,True,,,,,30.2972972972973,25.0,,False,moderate,crosswalk_caveat,,,,,,,Q3_ORF
oral_reading_fluency,oral_reading_fluency,literacy,2026-03,Q4_2025,trend_point,did_midline,25-26 End of Year (Mar 2026),did,True,stack_with_caveat,cpm,slide_top_band_gt75,slide bands 45-59 + 60+ (>=45 cpm),177.0,,38.0,,,,True,,,,,35.0,,,False,robust,slide_band_gt75_not_ge75;crosswalk_caveat,single_source,2025-12,3,5.567567567567565,False,cross_tool_caveat,M_Oral Reading Fluency
oral_reading_fluency,oral_reading_fluency,literacy,2026-03,Q4_2025,source_detail,did_midline,25-26 End of Year (Mar 2026),did,True,stack_with_caveat,cpm,slide_top_band_gt75,slide bands 45-59 + 60+ (>=45 cpm),177.0,,38.0,,,,True,,,,,35.0,,,False,robust,slide_band_gt75_not_ge75;crosswalk_caveat,,,,,,,M_Oral Reading Fluency
oral_vocabulary,oral_language,literacy,2025-11,Q3_2025,trend_point,did_baseline,DiD baseline (Nov 2025),did,True,stack,pct,did_pct_correct,DiD % correct used directly,,,96.80000000000001,,,,True,,96.80000000000001,,,,,,False,n_unknown,n_unknown_n;ceiling;baseline_pct_correct_not_clearance,single_source,,,,,,B_Oral Vocabulary
oral_vocabulary,oral_language,literacy,2025-11,Q3_2025,source_detail,did_baseline,DiD baseline (Nov 2025),did,True,stack,pct,did_pct_correct,DiD % correct used directly,,,96.80000000000001,,,,True,,96.80000000000001,,,,,,False,n_unknown,n_unknown_n;ceiling;baseline_pct_correct_not_clearance,,,,,,,B_Oral Vocabulary
oral_vocabulary,oral_language,literacy,2026-03,Q4_2025,trend_point,did_midline,25-26 End of Year (Mar 2026),did,True,stack,pct,slide_top_band_gt75,slide top band (>75%),177.0,,100.0,,,,True,,,,,,,,False,robust,ceiling;slide_band_gt75_not_ge75,single_source,2025-11,4,3.1999999999999886,True,metric_basis_changed,M_Oral Vocabulary
oral_vocabulary,oral_language,literacy,2026-03,Q4_2025,source_detail,did_midline,25-26 End of Year (Mar 2026),did,True,stack,pct,slide_top_band_gt75,slide top band (>75%),177.0,,100.0,,,,True,,,,,,,,False,robust,ceiling;slide_band_gt75_not_ge75,,,,,,,M_Oral Vocabulary
picture_comprehension,oral_language,literacy,2025-11,Q3_2025,trend_point,did_baseline,DiD baseline (Nov 2025),did,True,stack,pct,did_pct_correct,DiD % correct used directly,,,93.35,,,,True,,93.35,,,,,,False,n_unknown,n_unknown_n;baseline_pct_correct_not_clearance,single_source,,,,,,B_Picture Comprehension
picture_comprehension,oral_language,literacy,2025-11,Q3_2025,source_detail,did_baseline,DiD baseline (Nov 2025),did,True,stack,pct,did_pct_correct,DiD % correct used directly,,,93.35,,,,True,,93.35,,,,,,False,n_unknown,n_unknown_n;baseline_pct_correct_not_clearance,,,,,,,B_Picture Comprehension
picture_comprehension,oral_language,literacy,2026-03,Q4_2025,trend_point,did_midline,25-26 End of Year (Mar 2026),did,True,stack,pct,slide_top_band_gt75,slide top band (>75%),177.0,,91.0,,,,True,,,,,,,,False,robust,slide_band_gt75_not_ge75,single_source,2025-11,4,-2.3499999999999943,True,metric_basis_changed,M_Picture Comprehension
picture_comprehension,oral_language,literacy,2026-03,Q4_2025,source_detail,did_midline,25-26 End of Year (Mar 2026),did,True,stack,pct,slide_top_band_gt75,slide top band (>75%),177.0,,91.0,,,,True,,,,,,,,False,robust,slide_band_gt75_not_ge75,,,,,,,M_Picture Comprehension
reading_comprehension,reading_comprehension,literacy,2025-10,Q3_2025,trend_point,q3_2025_tool,Q3 2025 tool,q3_2025_tool,False,stack_with_caveat,pct,pct_students_cleared,>=75% of items,20.0,5.0,60.0,10.954451150103322,38.65779423152061,78.11960325858074,True,60.0,55.0,75.0,41.03913408340616,,,5.0,False,thin,thin_n;crosswalk_caveat,single_source,,,,,,Q3_RC
reading_comprehension,reading_comprehension,literacy,2025-10,Q3_2025,source_detail,q3_2025_tool,Q3 2025 tool,q3_2025_tool,False,stack_with_caveat,pct,pct_students_cleared,>=75% of items,20.0,5.0,60.0,10.954451150103322,38.65779423152061,78.11960325858074,True,60.0,55.0,75.0,41.03913408340616,,,5.0,False,thin,thin_n;crosswalk_caveat,,,,,,,Q3_RC
reading_comprehension,reading_comprehension,literacy,2025-11,Q3_2025,trend_point,q3_2025_tool,Q3 2025 tool,q3_2025_tool,False,stack_with_caveat,pct,pct_students_cleared,>=75% of items,66.0,17.0,45.45454545454545,6.129089658756746,34.0239312591756,57.385200261293576,True,45.45454545454545,50.75757575757576,50.0,40.423169519876026,,,5.0,False,moderate,crosswalk_caveat,single_source,2025-10,1,-14.545454545454547,True,within_tool,Q3_RC
reading_comprehension,reading_comprehension,literacy,2025-11,Q3_2025,source_detail,q3_2025_tool,Q3 2025 tool,q3_2025_tool,False,stack_with_caveat,pct,pct_students_cleared,>=75% of items,66.0,17.0,45.45454545454545,6.129089658756746,34.0239312591756,57.385200261293576,True,45.45454545454545,50.75757575757576,50.0,40.423169519876026,,,5.0,False,moderate,crosswalk_caveat,,,,,,,Q3_RC
reading_comprehension,reading_comprehension,literacy,2025-11,Q3_2025,source_detail,did_baseline,DiD baseline (Nov 2025),did,True,stack_with_caveat,pct,did_pct_correct,DiD % correct used directly,,,47.8,,,,True,,47.8,,,,,,False,n_unknown,n_unknown_n;baseline_pct_correct_not_clearance;crosswalk_caveat,,,,,,,B_Reading Comprehension
reading_comprehension,reading_comprehension,literacy,2025-11,Q3_2025,reference_point,did_baseline,DiD baseline (Nov 2025),did,True,stack_with_caveat,pct,did_pct_correct,DiD % correct used directly,,,47.8,,,,True,,47.8,,,,,,False,n_unknown,n_unknown_n;baseline_pct_correct_not_clearance;crosswalk_caveat,single_source,,,,,,B_Reading Comprehension
reading_comprehension,reading_comprehension,literacy,2025-12,Q3_2025,trend_point,q3_2025_tool,Q3 2025 tool,q3_2025_tool,False,stack_with_caveat,pct,pct_students_cleared,>=75% of items,37.0,11.0,40.54054054054054,8.071502466945956,26.346295839940137,56.5143168686707,True,40.54054054054054,45.270270270270274,50.0,39.89475644231447,,,5.0,False,moderate,crosswalk_caveat,single_source,2025-11,1,-4.914004914004913,True,within_tool,Q3_RC
reading_comprehension,reading_comprehension,literacy,2025-12,Q3_2025,source_detail,q3_2025_tool,Q3 2025 tool,q3_2025_tool,False,stack_with_caveat,pct,pct_students_cleared,>=75% of items,37.0,11.0,40.54054054054054,8.071502466945956,26.346295839940137,56.5143168686707,True,40.54054054054054,45.270270270270274,50.0,39.89475644231447,,,5.0,False,moderate,crosswalk_caveat,,,,,,,Q3_RC
reading_comprehension,reading_comprehension,literacy,2026-03,Q4_2025,trend_point,did_midline,25-26 End of Year (Mar 2026),did,True,stack_with_caveat,pct,slide_top_band_gt75,slide top band (>75%),177.0,,47.0,,,,True,,,,,,,,False,robust,slide_band_gt75_not_ge75;crosswalk_caveat,single_source,2025-12,3,6.45945945945946,False,cross_tool_caveat,M_Reading Comprehension
reading_comprehension,reading_comprehension,literacy,2026-03,Q4_2025,source_detail,did_midline,25-26 End of Year (Mar 2026),did,True,stack_with_caveat,pct,slide_top_band_gt75,slide top band (>75%),177.0,,47.0,,,,True,,,,,,,,False,robust,slide_band_gt75_not_ge75;crosswalk_caveat,,,,,,,M_Reading Comprehension
sentence_reading,sentence_reading,literacy,2025-11,Q3_2025,trend_point,did_baseline,DiD baseline (Nov 2025),did,True,stack_with_caveat,pct,did_pct_correct,DiD % correct used directly,,,47.4,,,,True,,47.4,,,,,,False,n_unknown,n_unknown_n;baseline_pct_correct_not_clearance;crosswalk_caveat,single_source,,,,,,B_Sentence Reading
sentence_reading,sentence_reading,literacy,2025-11,Q3_2025,source_detail,did_baseline,DiD baseline (Nov 2025),did,True,stack_with_caveat,pct,did_pct_correct,DiD % correct used directly,,,47.4,,,,True,,47.4,,,,,,False,n_unknown,n_unknown_n;baseline_pct_correct_not_clearance;crosswalk_caveat,,,,,,,B_Sentence Reading
sentence_reading,sentence_reading,literacy,2026-03,Q4_2025,trend_point,did_midline,25-26 End of Year (Mar 2026),did,True,stack_with_caveat,pct,slide_top_band_gt75,slide top band (>75%),177.0,,57.0,,,,True,,,,,,,,False,robust,slide_band_gt75_not_ge75;crosswalk_caveat,single_source,2025-11,4,9.600000000000001,True,metric_basis_changed,M_Sentence Reading
sentence_reading,sentence_reading,literacy,2026-03,Q4_2025,source_detail,did_midline,25-26 End of Year (Mar 2026),did,True,stack_with_caveat,pct,slide_top_band_gt75,slide top band (>75%),177.0,,57.0,,,,True,,,,,,,,False,robust,slide_band_gt75_not_ge75;crosswalk_caveat,,,,,,,M_Sentence Reading
sentence_reading,sentence_reading,literacy,2026-04,Q1_2026,trend_point,q1_2026_tool,Q1 2026 tool (G2 battery),2026_tool,False,stack,pct,pct_students_cleared,>=75% of items,85.0,,41.17647058823529,5.3381483116060595,31.316838623868794,51.799179097559,True,41.17647058823529,49.411764705882355,50.0,45.96460701495462,,,3.0,True,moderate,perfect_score_required,single_source,2026-03,1,-15.82352941176471,False,cross_tool_caveat,N1_Sentence Reading
sentence_reading,sentence_reading,literacy,2026-04,Q1_2026,source_detail,q1_2026_tool,Q1 2026 tool (G2 battery),2026_tool,False,stack,pct,pct_students_cleared,>=75% of items,85.0,,41.17647058823529,5.3381483116060595,31.316838623868794,51.799179097559,True,41.17647058823529,49.411764705882355,50.0,45.96460701495462,,,3.0,True,moderate,perfect_score_required,,,,,,,N1_Sentence Reading
